ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
806,65,43895.68133664026,0.06071178003033588,1,434,5914,1473,6953
807,57,47412.982007645915,0.2706989480617535,1,926,13537,1406,14017
808,67,29361.427998719908,0.31766576831070875,1,471,13893,1926,15348
809,63,21897.043508317405,0.010651169036078817,1,197,5442,1971,7216
810,40,20169.093816198856,0.055138981047877976,1,412,14812,4909,19309
811,18,52951.650040582135,0.02578459825980884,1,199,6140,1843,7784
812,19,32639.080309290548,0.04887574190737971,1,497,6187,1334,7024
813,53,26855.417134097443,0.05492886147042662,1,172,6388,1414,7630
814,21,36802.56738648156,0.013210502558429208,1,81,39344,1548,40811
815,30,23517.97978515342,0.11136626053478803,1,598,6227,1397,7026
816,26,25009.99736677964,0.246340881527903,0,28,0,0,-28
817,57,35684.638801867004,0.2758357040756566,0,3,0,0,-3
818,40,23866.59817643904,0.17132449572179984,1,327,15505,2135,17313
819,33,25910.675949175555,0.018409606266480322,1,415,6181,1525,7291
820,19,22433.78056156086,0.006601353963438728,1,208,5942,1426,7160
821,24,26531.845497284135,0.0498429875706655,1,420,6981,1752,8313
822,32,20556.182061127154,0.21575812661110058,1,1144,14728,1352,14936
823,18,26078.43154988457,0.03453022001859117,1,377,7690,1920,9233
824,38,98690.60105650136,0.061391723401442576,0,6,0,0,-6
825,25,22091.713771847335,0.14056545502836937,1,990,5315,2289,6614
826,27,20599.68399114301,0.057237688083479336,1,1066,9384,1418,9736
827,59,35417.807631155854,0.3339691562565992,1,790,5238,1541,5989
828,28,21453.21755475118,0.45081326069972705,1,328,6009,2208,7889
829,28,21209.986666735436,0.005251819998187516,1,683,10043,1521,10881
830,68,25270.35134111097,0.13373744769416945,1,591,6162,1845,7416
831,31,21160.048123319277,0.09234684576946625,0,90,0,0,-90
832,23,20644.57134972422,0.35973881290972903,0,5,0,0,-5
833,21,23604.62267078738,0.18482495654518422,0,292,0,0,-292
834,57,20558.566438126374,0.1459693716991103,1,180,8368,2415,10603
835,36,22403.41833558378,0.10224185411607237,0,26,0,0,-26
836,28,20114.227513907746,0.1639412697533509,0,57,0,0,-57
837,23,21464.708187793796,0.11530437928739395,0,4,0,0,-4
838,27,33380.46941627889,0.047266332592929394,1,178,8645,1671,10138
839,29,26307.161818578275,0.06084013205023849,1,284,7021,2433,9170
840,65,20582.456962005646,0.18863920419728658,0,30,0,0,-30
841,37,22936.384550634346,0.1411526387143103,1,498,7263,1340,8105
842,51,22022.155298443242,0.12366668054217717,0,18,0,0,-18
843,20,25981.556921846826,0.025445917134242563,0,134,0,0,-134
844,19,27251.655901475464,0.05651795319356584,1,1136,6884,1933,7681
845,25,24641.862104689135,0.05864691849568879,1,372,13249,2296,15173
846,73,22085.164629328356,0.019465247632094337,0,89,0,0,-89
847,18,21967.650813134223,0.048327617435539205,1,422,7437,4298,11313
848,44,22760.775448919598,0.049632965382412485,0,42,0,0,-42
849,52,22636.05013985716,0.04184977915661918,1,552,11598,3036,14082
850,34,24166.160317053353,0.2891454723745662,0,32,0,0,-32
851,22,23907.949334100267,0.18265490135804632,0,78,0,0,-78
852,20,27210.801252850237,0.00010231138727734136,1,134,7463,1574,8903
853,30,28753.523534931253,0.2973617010404037,0,43,0,0,-43
854,27,22701.47027122348,0.016338458066434566,0,63,0,0,-63
855,22,21366.165226621208,0.20918752350857797,1,201,6645,2368,8812
856,27,23952.837853575715,0.22220866210460954,1,745,5386,2355,6996
857,59,21142.099672172433,0.13985167716624142,1,562,5413,1703,6554
858,62,25758.684133806135,0.26442204461498875,1,397,6307,1439,7349
859,30,26151.626545336403,0.10440438680609994,1,153,5453,1397,6697
860,33,45244.49729987122,0.10786469070531318,1,195,8887,1641,10333
861,45,31118.031090209195,0.0842216871995109,1,107,6946,1747,8586
862,22,253986.07805707658,0.1814917053054087,1,557,5876,2615,7934
863,32,33199.92732368759,0.04462986883929219,1,278,5265,1715,6702
864,47,21325.5062261186,0.13486201064838851,0,9,0,0,-9
865,42,62024.7397719546,0.10679699956370549,1,1598,6766,1969,7137
866,50,20884.5498078749,0.02573225068201759,0,5,0,0,-5
867,39,20360.03707839461,0.03375976197195292,1,261,6552,1406,7697
868,26,20886.715016237682,0.12464429546383805,0,154,0,0,-154
869,43,35511.46217054615,0.15497237562089622,1,200,6118,1585,7503
870,25,22063.335663092083,0.21359469758072472,0,62,0,0,-62
871,39,24417.75690430798,0.08452939464284207,1,184,7627,2045,9488
872,22,55123.702947798854,0.3540151389794064,1,215,8096,1660,9541
873,26,27801.862755043538,0.025296692283386383,1,445,17411,2421,19387
874,44,20569.867084694662,0.21674973723154883,0,48,0,0,-48
875,49,34981.93076178905,0.2973322610580284,1,730,5639,1357,6266
876,54,37453.23871176629,0.34331664481577406,0,4,0,0,-4
877,48,21247.49519252564,0.08144917194451043,1,279,9588,2014,11323
878,41,20802.382992689887,0.3618672359788605,1,932,5537,1495,6100
879,53,21619.642764570788,0.02278329930778491,1,241,8922,1972,10653
880,50,31570.389092560163,0.027202402014323678,1,837,24627,1535,25325
881,52,20215.230109240278,0.021795125863371227,0,48,0,0,-48
882,21,21527.213234797542,0.048651357954010904,1,231,25836,1596,27201
883,24,22060.1948525926,0.10923890441769658,1,37,14350,2825,17138
884,24,82385.81223226043,0.013832956888993525,1,174,6208,1826,7860
885,47,22643.032651513062,0.10198582309240747,1,16,5562,1354,6900
886,43,23035.978275377067,0.00688102379912303,1,1517,5577,1361,5421
887,22,29904.246637996657,0.024280604131704218,1,574,11470,1348,12244
888,21,33262.01865082809,0.18196170630759378,1,255,7677,1340,8762
889,60,22148.738748869473,0.14057729068122823,1,948,6326,1423,6801
890,32,25578.892454497687,0.05476983043717257,0,183,0,0,-183
891,19,20308.141568380164,0.015060536724057483,1,336,8154,3174,10992
892,55,37357.26669923678,0.23714527710644828,1,1646,6737,1381,6472
893,29,23744.831135987606,0.0805995423948469,1,103,11307,2133,13337
894,64,24242.190588803627,0.014396086997774117,0,31,0,0,-31
895,33,20598.61953834363,0.07070052311186759,0,127,0,0,-127
896,38,28150.816668629064,0.020699199126398192,1,335,11888,1660,13213
897,59,27536.549407198632,0.042187268452560836,0,65,0,0,-65
898,61,20876.702398414353,0.3261441233533545,0,96,0,0,-96
899,26,24871.625943214345,0.3178260192234267,0,68,0,0,-68
900,51,26940.860120588302,0.07474237574413302,1,357,6741,1645,8029
901,37,24271.950007731954,0.20096590437118075,1,1142,8488,1767,9113
902,42,22431.04181923599,0.09973168863148446,1,780,8046,1668,8934
903,47,20329.85102816884,0.08368585144942035,1,354,16731,1786,18163
904,18,31258.389910727543,0.35512001983993613,0,44,0,0,-44
905,35,26857.961122967303,0.10246168521593199,1,17,10542,2051,12576
906,49,22007.751523501225,0.05905778259361677,1,328,6855,1385,7912
907,37,33941.81130671966,0.05690566606403632,0,1,0,0,-1
908,18,77881.05958141347,0.264074217649031,1,34,13732,1381,15079
909,37,20476.305856297076,0.16665079249784817,0,53,0,0,-53
910,69,22549.567759712456,0.12584020652713868,1,119,10952,2468,13301
911,23,21201.15347308354,0.139293485524865,1,1060,6245,1880,7065
912,41,29276.35182994374,0.26336900567267635,1,1085,8118,2234,9267
913,38,21720.894657078403,0.03200235176501347,1,1265,5463,2660,6858
914,62,29613.3090709962,0.2902099312996646,0,58,0,0,-58
915,29,28541.641883015942,0.002165981981395919,1,441,5432,2148,7139
916,28,71310.56785890351,0.06401235802336014,1,264,6269,2780,8785
917,36,23380.134741428225,0.01328837732164709,1,1744,5984,1716,5956
918,65,28747.559973202482,0.3856563415457406,1,2009,9573,1667,9231
919,42,23646.342478942835,0.2992543398659894,0,251,0,0,-251
920,53,23120.501382336246,0.06046798229164054,1,253,8031,1364,9142
921,46,22440.94151673694,0.09351883213297643,1,169,6873,1424,8128
922,23,22174.888699808245,0.023408858291697993,0,62,0,0,-62
923,75,25064.53127608117,0.14139969801073335,1,295,6157,1627,7489
924,33,20094.706618647288,0.07669297546543469,1,494,12852,1379,13737
925,29,20819.70100612097,0.05396775161980777,1,231,13598,1440,14807
926,75,20363.996029157708,0.30534793953742545,1,51,20102,1548,21599
927,21,23344.819892169904,0.04392153210197444,1,1020,10441,2841,12262
928,43,20038.385912027454,0.5333758655126198,1,411,5285,2492,7366
929,22,32574.336337064153,0.17588580115233213,1,174,7557,1437,8820
930,21,23457.643536696538,0.06387557235200936,1,188,9015,2783,11610
931,24,25571.647896196744,0.07277698793314548,0,22,0,0,-22
932,70,23980.646521518483,0.3111225633160048,0,36,0,0,-36
933,63,20361.791142527683,0.004227761966177652,1,374,13676,1519,14821
934,53,20249.962450545307,0.08931165840365837,1,744,6556,2994,8806
935,61,22500.675087128835,0.07259815463210152,1,343,5859,1373,6889
936,44,25408.164415568834,0.18806316362849962,1,689,6136,1540,6987
937,34,53548.46750057604,0.17889017211445185,1,580,5429,1641,6490
938,46,27567.29435986902,0.15954173022953827,1,394,19847,1764,21217
939,69,71712.53130106241,0.03778638627149614,1,289,10658,4042,14411
940,24,20819.42928495335,0.21427696830112308,0,12,0,0,-12
941,23,24021.552907465248,0.3259817449703878,1,810,8031,1369,8590
942,60,23366.503094722946,0.26778626484132945,1,1011,7346,1938,8273
943,56,24625.09131898059,0.2202144855171842,1,639,11080,2211,12652
944,57,21472.99995445573,0.0605754974660631,1,179,5855,1522,7198
945,57,20640.636259166855,0.09623171576764522,1,490,9557,1538,10605
946,34,32529.879190274816,0.08200289507670179,1,465,10285,3895,13715
947,29,20696.88214371621,0.016565681334672,0,1,0,0,-1
948,74,54654.346220865016,0.11871105659901827,1,101,10419,1623,11941
949,28,31562.973541264728,0.11289243627422736,0,153,0,0,-153
950,26,33000.66000398132,0.045299192308784625,1,47,7727,2186,9866
951,30,20430.828321310404,0.1509983895964156,1,646,6289,1342,6985
952,20,20224.118186199346,0.03237769832576981,1,136,6430,5246,11540
953,75,24908.678960066263,0.1778022989671448,0,1,0,0,-1
954,20,23735.503990520698,0.15797640172094674,1,1146,6048,1694,6596
955,19,23511.974155552416,0.07692567892473234,1,827,5821,1462,6456
956,34,35223.97812633323,0.13590777827229997,1,82,6635,1953,8506
957,29,21338.403643842135,0.06024237484654388,0,79,0,0,-79
958,20,21187.990510309108,0.3675232390591537,0,65,0,0,-65
959,20,20996.07798615303,0.15370559393346872,1,58,8183,1348,9473
960,34,63036.11381718957,0.050153375365703065,0,14,0,0,-14
961,35,28776.823895362697,0.0453120023493187,1,493,7092,1467,8066
962,51,51610.56588134836,0.08393395264069889,1,652,22635,5974,27957
963,19,40719.64427123498,0.21301251749539862,1,448,14185,1384,15121
964,19,20930.16312110085,0.05112261198755244,0,20,0,0,-20
965,23,23910.724435855518,0.10674695150575392,1,368,5800,1861,7293
966,35,21649.201167133182,0.16937394735458022,0,63,0,0,-63
967,47,21656.588943690283,0.348794971426728,1,385,8995,2050,10660
968,50,25780.402470367346,0.22371464687585987,0,26,0,0,-26
969,63,25834.835005548714,0.030787924110841684,0,83,0,0,-83
970,25,20801.097379886785,0.012781680151378703,1,682,8098,1518,8934
971,57,32341.670254033415,0.3029517466013038,0,49,0,0,-49
972,32,21979.661575351747,0.02561939918003599,1,1239,23036,1473,23270
973,62,32476.667609545835,0.04484479521616851,1,165,8809,1490,10134
974,20,22048.48015760176,0.15605708297897594,1,214,28521,1731,30038
975,49,29412.954718460023,0.009607587355367061,0,0,0,0,0
976,37,27218.55585792489,0.030454419278868473,1,345,5485,2488,7628
977,65,23623.806311471017,0.49596948921017975,0,197,0,0,-197
978,64,20709.99337314682,0.42757056497948026,1,140,64082,1492,65434
979,30,21701.038404141465,0.25748862221077373,0,84,0,0,-84
980,63,44376.04916919673,0.3134946851894861,1,41,11520,1607,13086
981,19,22732.536364579315,0.06610851474156773,1,574,5783,1536,6745
982,62,35514.81004736429,0.07386685442099943,1,76,5852,1403,7179
983,45,29675.947118455537,0.012714010481379429,1,162,9459,1693,10990
984,26,51502.40431976528,0.17438373864976678,1,93,5506,2159,7572
985,24,30547.719902518882,0.16802784863376616,1,208,9260,1622,10674
986,32,20450.14250208435,0.002863429207040571,1,36,5888,2535,8387
987,63,25063.240810945343,0.12232334826296591,1,148,8325,1541,9718
988,51,22237.1346919422,0.0011890466173374783,0,157,0,0,-157
989,26,74739.92681586616,0.01953261242083088,1,787,8777,1476,9466
990,37,23923.837397906274,0.056921623667743296,1,696,8819,1358,9481
991,33,24548.28189399623,0.005665167254046628,1,226,6445,3907,10126
992,65,24020.12080605546,0.31090656191419597,1,762,8300,1399,8937
993,42,22811.165497579394,0.31958452147874766,0,30,0,0,-30
994,66,23178.9774667279,0.19206446333023422,1,543,6467,2278,8202
995,41,24031.992361016695,0.007460577437768477,1,623,24097,2948,26422
996,37,20325.862363367236,0.24650638066598837,1,77,5545,1385,6853
997,32,118943.11808201435,0.25159493856093884,0,48,0,0,-48
998,25,34288.88530674165,0.0077351408284023265,1,669,16241,2719,18291
999,47,38951.93733388623,0.0026525336426538215,1,833,10230,1577,10974
1000,27,20912.219546847693,0.4211849457700958,0,83,0,0,-83
1001,27,22449.245981955373,0.13797039631758784,1,235,8857,1467,10089
1002,18,23314.080113023152,0.28326462148234877,1,82,6872,1652,8442
1003,23,21872.181614254576,0.10956395315877165,1,1244,7534,1608,7898
1004,26,34676.03362676625,0.01538132168738499,0,12,0,0,-12
1005,57,20183.0611397516,0.12696675889013062,0,22,0,0,-22
1006,22,26340.91226205794,0.026242194699750223,1,197,5864,1712,7379
1007,48,22852.304783501033,0.032234723292077216,1,823,27649,1716,28542
1008,35,23576.89424928733,0.02939327036381675,1,1332,6295,1761,6724
1009,42,31510.150265594693,0.0970535544527985,0,54,0,0,-54
1010,18,23351.533140719457,0.19154217615585878,1,227,5993,1609,7375
1011,73,272219.2334469346,0.02772341448118013,1,538,6733,1676,7871
1012,39,20472.37548165022,0.4056298500381535,0,65,0,0,-65
1013,56,25279.493460565158,0.13668307326041318,1,132,74325,1715,75908
1014,40,20942.313763924787,0.23579949130730618,1,269,7734,2008,9473
1015,25,24712.206606015647,0.004506039870731485,1,30,7704,2080,9754
1016,22,23402.63093454367,0.005868745186693972,0,3,0,0,-3
1017,50,21755.562257588357,0.08817569146322977,1,498,16299,1360,17161
1018,35,25537.623158966526,0.1220128638728922,0,44,0,0,-44
1019,29,34539.34141137047,0.0829524384390862,1,216,7554,1527,8865
1020,48,24125.491483503574,0.045554953066372465,0,3,0,0,-3
1021,74,47269.36610734581,0.013539063772839933,1,326,8159,1735,9568
1022,28,23650.0031647059,0.2936610991648094,0,3,0,0,-3
1023,34,21128.413716334115,0.05532732643152749,1,200,5322,1770,6892
1024,47,36326.47285716122,0.021699717562118023,1,1823,5293,1537,5007
1025,23,21024.772089943428,0.055715139104005336,1,108,8590,1660,10142
1026,24,20675.309786832106,0.012490325967811378,1,467,32848,1747,34128
1027,49,22777.709170654976,0.09778686618217995,1,379,5989,1906,7516
1028,25,24094.58569489142,0.28005531177452664,0,22,0,0,-22
1029,35,24774.643002612225,0.010386284349617492,0,1,0,0,-1
1030,22,21815.265641807247,0.12211617069269903,1,969,12869,1681,13581
1031,55,27987.989024009825,0.22257459694431664,0,62,0,0,-62
1032,24,24312.80052687716,0.039561116590454505,0,30,0,0,-30
1033,56,22532.761348810982,0.053053460612469155,1,2105,5390,1886,5171
1034,37,24325.478943687525,0.16616386298425725,1,92,10018,1956,11882
1035,72,21475.382571787213,0.05267474490705187,1,272,5376,1624,6728
1036,21,37377.91970526696,0.024197376111795465,0,30,0,0,-30
1037,45,20742.716534064202,0.06469259375582707,1,23,10420,2184,12581
1038,22,20279.39467099714,0.2992100543085013,0,60,0,0,-60
1039,18,83110.32986328422,0.1274544945445131,1,514,5779,3369,8634
1040,24,75911.53491787188,0.08770586325131868,1,1106,7767,2290,8951
1041,57,23320.128964925472,0.41122486560967586,1,503,6841,1725,8063
1042,19,28273.20004779824,0.2606465699215476,0,9,0,0,-9
1043,36,29796.588844631013,0.040813845808112835,1,128,8978,2439,11289
1044,39,46442.33086393172,0.17567837533749342,1,212,7905,1336,9029
1045,21,29241.42476363811,0.09450896389271783,1,658,6783,1689,7814
1046,69,22204.300309846236,0.15792606742999749,1,328,5552,1845,7069
1047,36,35919.1895656358,0.05866227108093359,1,615,7361,1539,8285
1048,53,24502.17529284598,0.09909093601926527,0,75,0,0,-75
1049,62,23415.794576736836,0.0642664819541661,1,191,6116,1340,7265
1050,43,20117.864750503562,0.13269630573748012,1,1242,12183,1732,12673
1051,42,27090.897215653036,0.15935835030904857,0,1,0,0,-1
1052,61,30590.17194330675,0.044900900454793925,0,25,0,0,-25
1053,54,45658.82432706583,0.07788505250343403,1,310,5504,1490,6684
1054,39,79603.49850062218,0.082559222883332,1,137,6556,1406,7825
1055,58,23203.83801224155,0.48925172781630344,0,386,0,0,-386
1056,61,32523.78292550378,0.15299983904857106,0,19,0,0,-19
1057,32,22149.095377357215,0.12025269283247607,0,115,0,0,-115
1058,38,22514.662118585264,0.014923815020732735,1,240,47256,1574,48590
1059,18,50861.24372360201,0.10184824468859678,0,15,0,0,-15
1060,19,21261.380736528987,0.10295781838506927,1,146,14280,1423,15557
1061,48,23332.415729229866,0.04098350771225566,1,103,5251,1703,6851
1062,74,26209.060335116686,0.22825252387462472,0,5,0,0,-5
1063,44,36038.01557178678,0.19746303941800752,0,64,0,0,-64
1064,55,20721.914122402377,0.04929727089040179,1,288,7419,1511,8642
1065,39,21414.854792923536,0.027481493230333894,1,162,5863,1544,7245
1066,20,25953.419895216637,0.022169770084092596,1,289,5253,2354,7318
1067,48,23245.84383268691,0.04318097523957168,1,77,8110,1516,9549
1068,24,64367.70819162451,0.10898980969825511,0,15,0,0,-15
1069,28,54389.092748412346,0.3246657772147566,1,203,27835,1421,29053
1070,71,21380.968024152768,0.19434158031649107,1,460,5591,1337,6468
1071,29,33825.19774465501,0.27351357227300693,1,1247,6721,2284,7758
1072,27,32229.33974704214,0.005716833532399622,1,258,8696,1633,10071
1073,44,20902.609106369393,0.03995940866190919,1,145,8220,1848,9923
1074,51,39705.31220344301,0.20214550027645423,1,479,6375,3160,9056
1075,34,22022.484683635765,0.09465932147426258,1,1129,6586,2736,8193
1076,72,48304.32624255432,0.25853421880288846,1,175,12638,1723,14186
1077,66,23636.518975395018,0.38661803635993036,0,6,0,0,-6
1078,20,22846.640718117338,0.04803427389966082,1,565,5532,2272,7239
1079,65,20113.697154772926,0.3241691578477555,1,547,6273,2071,7797
1080,49,23373.358464463297,0.08386231868401645,1,868,10200,1819,11151
1081,68,22861.976875320568,0.04154776675088284,0,31,0,0,-31
1082,39,28249.40910617735,0.0391204897580531,1,102,7169,1351,8418
1083,60,27447.919279169775,0.16038281419646883,1,272,37653,1538,38919
1084,54,23165.049668504296,0.03639460059485153,1,250,8696,1468,9914
1085,75,31275.470746335734,0.05369342814354306,1,416,13348,1467,14399
1086,25,23936.848710049027,0.06492789159617711,0,73,0,0,-73
1087,31,46290.459504044135,0.01947794726748728,0,101,0,0,-101
1088,36,20357.916728892887,0.00981746391247995,1,95,7440,1438,8783
1089,56,20007.964159938834,0.3127562960649672,0,11,0,0,-11
1090,55,47823.572130471075,0.272938287308428,0,40,0,0,-40
1091,71,21464.6395168133,0.14828329700351062,1,650,6742,1499,7591
1092,59,21139.35229911787,0.0440758005125125,0,120,0,0,-120
1093,33,23011.725125837096,0.25288743945044606,0,6,0,0,-6
1094,36,20409.311070266966,0.026719914197461968,0,5,0,0,-5
1095,70,41982.37764533583,0.08149166583137782,1,421,16057,1392,17028
1096,32,20568.71967200351,0.4055808833286649,0,5,0,0,-5
1097,54,28328.355752889664,0.2230595122453244,0,31,0,0,-31
1098,48,22721.498545696857,0.5636874746178548,0,92,0,0,-92
1099,18,29959.752688344197,0.2072844626847115,0,8,0,0,-8
1100,38,24027.97143706376,0.2595822834608968,0,23,0,0,-23
1101,34,28513.165474510377,0.061066490965529546,1,94,7141,1611,8658
1102,22,24654.38495512642,0.004082499013959045,1,111,5473,2360,7722
1103,26,26299.686107516784,0.03056830233710501,1,656,7386,1512,8242
1104,18,21249.04092870907,0.02571147676356118,1,512,6380,5147,11015
1105,34,26752.56361286444,0.12001335683580881,1,632,5636,1886,6890
1106,48,49251.547386457205,0.412804655003391,1,1415,20690,1494,20769
1107,61,21369.995643486265,0.14409882256278422,1,913,5748,1593,6428
1108,27,24044.765046973855,0.02093040913484833,1,1402,7885,3815,10298
1109,34,34770.85053764235,0.05790935947816701,0,36,0,0,-36
1110,36,33127.24009218248,0.13320892874376128,1,407,6863,2585,9041
1111,62,27463.3469468924,0.26508134375402964,1,3167,7258,2509,6600
1112,46,23438.49984235234,0.10754294354710854,1,504,6567,1883,7946
1113,58,20864.558829629466,0.07326753595322351,1,217,8259,2218,10260
1114,39,27901.53194318306,0.08042035224475863,1,359,12266,1684,13591
1115,63,24149.453422719387,0.17181579271376737,0,24,0,0,-24
1116,47,21482.894543644503,0.028724386036908977,1,186,8304,1427,9545
1117,53,42158.45729461794,0.14126184983200019,0,55,0,0,-55
1118,29,37102.19099376628,0.14630835209491705,0,73,0,0,-73
1119,24,23118.06952701258,0.05338757748427604,1,149,6595,2261,8707
1120,38,22751.747068721095,0.16105673520527247,1,145,5815,2198,7868
1121,30,26720.285747155438,0.005879669767715738,1,184,5784,2148,7748
1122,31,30245.971289480683,0.07297214667418002,1,177,5815,1472,7110
1123,24,27391.778814454065,0.1132339727641716,1,2087,24642,1524,24079
1124,46,20693.992483515885,0.03606711294343845,1,781,5521,1422,6162
1125,60,38854.6370317263,0.3178722181174358,0,6,0,0,-6
1126,34,23443.958671229724,0.08881051154819283,1,604,6337,1438,7171
1127,47,25728.23385965906,0.1418956493144469,1,914,15957,1713,16756
1128,74,22536.88776509268,0.25166067142183884,1,569,7445,1908,8784
1129,38,44582.42626028951,0.07711852741524214,1,173,5882,3760,9469
1130,29,124256.16760463142,0.26539281997877734,0,178,0,0,-178
1131,75,20557.097162024536,0.07023005168387417,0,9,0,0,-9
1132,50,20628.615272257128,0.214741024947927,1,498,14550,1845,15897
1133,67,22115.059462030877,0.04267802689800921,1,142,15825,2086,17769
1134,45,21691.639080581666,0.11106274793445711,1,461,7031,1441,8011
1135,23,22555.276080098327,0.04063846685787725,1,203,5270,1387,6454
1136,38,20478.551084253042,0.2845219773700955,1,852,19766,1442,20356
1137,53,21015.505987762896,0.008633405401392178,1,222,47123,1371,48272
1138,52,27747.694701675864,0.015888220760040723,1,609,5296,2535,7222
1139,53,20321.075609211195,0.5775004338021171,0,62,0,0,-62
1140,29,21277.662946618253,0.08364309010762468,1,430,5959,1373,6902
1141,22,20960.061596105625,0.25743684564239006,0,28,0,0,-28
1142,61,25383.89076560676,0.322403013406858,0,47,0,0,-47
1143,39,20514.8691168006,0.024840674147604824,1,151,6723,1560,8132
1144,48,25625.30991425349,0.08630324259570311,1,560,5699,3192,8331
1145,61,20009.28268177055,0.039369155508769536,1,1984,9368,1607,8991
1146,31,36915.420020082536,0.0414036689726767,1,358,6171,3253,9066
1147,23,25209.369876918674,0.08220854055976752,1,232,6769,1492,8029
1148,71,20041.56271861795,0.020030318112442984,1,809,7661,1842,8694
1149,55,27888.977910909623,0.05849709080321193,1,256,5995,1839,7578
1150,42,105848.40139233945,0.216997016787752,0,42,0,0,-42
1151,24,20608.225249095052,0.07273052946153395,1,353,12923,1408,13978
1152,28,20079.0938443715,0.013337224617147274,1,213,5874,1422,7083
1153,25,22749.295064294827,0.2918108686729692,1,69,9094,1354,10379
1154,37,30813.175866989324,0.012102988149958239,1,1971,5766,1578,5373
1155,56,20096.176417157327,0.19897602645003648,1,95,6128,2888,8921
1156,35,32010.1623169242,0.030465600740791528,1,147,5290,1727,6870
1157,20,22688.16423826237,0.0821273266799892,0,38,0,0,-38
1158,68,31506.9031650431,0.04716352859662312,1,759,5797,1495,6533
1159,24,26246.59625849618,0.03807819922814018,1,248,19868,2680,22300
1160,71,27975.875574028876,0.08645588849393789,1,204,5851,1501,7148
1161,38,21603.958688293802,0.03883960854969996,1,416,13065,1442,14091
1162,18,46708.43547600398,0.06252956148925537,1,181,9510,1654,10983
1163,43,31243.61697343954,0.17283954709010413,1,697,6606,2585,8494
1164,34,23447.591530398622,0.04803694397483099,0,127,0,0,-127
1165,60,53625.77906731832,0.21502889847842593,1,757,8297,1770,9310
1166,29,27577.917946916343,0.21833715837414486,1,445,13395,1524,14474
1167,25,20228.414532259143,0.0429883328056622,1,1174,5526,1776,6128
1168,34,20771.776621134537,0.0546561849323462,0,25,0,0,-25
1169,29,31395.680661384933,0.08183609871252387,1,890,9446,2888,11444
1170,25,23360.968229512302,0.09221470233601704,1,418,8945,1728,10255
1171,63,48057.91281169821,0.011497074671854922,1,1079,5480,1492,5893
1172,40,20318.71238493706,0.007586422962013038,1,437,16687,2033,18283
1173,34,22210.214363004838,0.012083363861800117,1,357,8082,1616,9341
1174,19,20898.77176157452,0.2618444380180118,0,21,0,0,-21
1175,19,21421.667785717516,0.10145569493342653,1,1201,6823,1652,7274
1176,22,41506.429453514436,0.0956766246381237,1,176,9134,2342,11300
1177,48,22744.376702929025,0.07883628480089512,0,7,0,0,-7
1178,74,20421.771012799698,0.10264278903365989,0,20,0,0,-20
1179,20,23321.70234279028,0.13034813074469162,1,313,5297,1983,6967
1180,58,20507.92140462802,0.16269935873951255,0,19,0,0,-19
1181,37,25678.635983496264,0.19979082706110787,0,35,0,0,-35
1182,21,34330.39564817781,0.15003865315696172,1,203,6472,1981,8250
1183,71,21993.3868011632,0.1927351395846737,1,132,6299,1523,7690
1184,46,20701.806256987293,0.15429641133251826,1,2037,6260,2313,6536
1185,18,21342.33429001231,0.08597517158022974,1,17,5650,1729,7362
1186,31,27185.517106832613,0.22507144069727583,1,266,19257,2305,21296
1187,28,22878.64100141384,0.027812577132822012,1,29,11895,2212,14078
1188,41,33163.73915434948,0.08657954005346748,1,336,6740,1498,7902
1189,18,28313.214377455268,0.01775055905448535,1,929,7949,1649,8669
1190,33,26309.351517101142,0.038479965283001384,1,495,11590,1910,13005
1191,48,22568.312763657665,0.11046905369597335,1,960,30048,1422,30510
1192,20,21905.733616598256,0.3614160027954587,0,24,0,0,-24
1193,41,34257.70274763043,0.2142913688801814,1,176,5948,1855,7627
1194,19,49766.6182071908,0.02587139975196948,1,100,11484,1692,13076
1195,33,21296.59814237145,0.020686866508872966,1,653,6043,1401,6791
1196,18,25717.135861265255,0.13387196900120535,0,33,0,0,-33
1197,33,34570.92633422729,0.017634229903077878,1,456,6414,1639,7597
1198,38,22501.48154472825,0.3066916539932399,0,16,0,0,-16
1199,26,46071.85944634634,0.06034901019110412,1,433,5278,2438,7283
1200,24,36823.86213847085,0.11200250670667598,1,635,5442,1452,6259
1201,65,48865.724614124934,0.010243312925873351,1,46,5354,1397,6705
1202,28,28563.995659499047,0.24640260164637484,0,27,0,0,-27
1203,46,20446.604199306697,0.2782539076740205,0,24,0,0,-24
1204,54,21300.034061777555,0.1852397062274084,0,38,0,0,-38
1205,43,31945.094818026675,0.2332627829007041,0,77,0,0,-77
1206,59,56961.09153731026,0.17766276110032925,1,593,5467,2433,7307
1207,21,21652.24075271334,0.09320944487578596,1,348,5682,1336,6670
1208,30,26922.48363151517,0.29546158791130467,1,760,12673,1970,13883
1209,32,31205.957040245015,0.01511390300173582,1,591,15027,3745,18181
1210,28,21261.688161735725,0.289365686671896,1,136,5753,1469,7086
1211,21,23878.80947987675,0.1301128735408292,1,336,5405,1620,6689
1212,51,32829.58980749765,0.040129907945399515,1,1010,8055,2053,9098
1213,41,44931.168387229234,0.1507424802466921,1,724,7803,1683,8762
1214,23,20467.921580591265,0.04102479404220629,1,596,12476,1439,13319
1215,26,27997.042380542985,0.16911062250738673,0,68,0,0,-68
