ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
5622,1,1,73,1415,1342
5623,1,1,168,1768,1600
5624,0,0,91,0,-91
5625,1,1,626,1526,900
5626,1,0,15,0,-15
5627,1,1,198,1273,1075
5628,1,1,182,1320,1138
5629,1,0,23,0,-23
5630,1,0,39,0,-39
5631,0,0,14,0,-14
5632,1,1,670,1214,544
5633,1,0,16,0,-16
5634,0,0,59,0,-59
5635,0,0,17,0,-17
5636,0,0,19,0,-19
5637,1,1,311,2476,2165
5638,0,0,4,0,-4
5639,1,1,85,1809,1724
5640,1,0,74,0,-74
5641,1,1,570,1398,828
5642,0,0,2,0,-2
5643,0,0,29,0,-29
5644,1,1,167,2555,2388
5645,1,1,256,1507,1251
5646,0,0,24,0,-24
5647,0,0,59,0,-59
5648,0,0,31,0,-31
5649,1,0,27,0,-27
5650,1,1,1540,1516,-24
5651,1,1,1151,2295,1144
5652,0,0,14,0,-14
5653,1,0,14,0,-14
5654,1,0,9,0,-9
5655,1,0,160,0,-160
5656,1,1,49,1391,1342
5657,1,1,1209,2042,833
5658,1,0,57,0,-57
5659,1,1,125,1692,1567
5660,0,0,39,0,-39
5661,1,0,96,0,-96
5662,0,0,30,0,-30
5663,0,0,50,0,-50
5664,1,1,123,1285,1162
5665,1,0,242,0,-242
5666,0,0,113,0,-113
5667,0,0,21,0,-21
5668,1,1,656,1326,670
5669,0,0,36,0,-36
5670,0,0,51,0,-51
5671,1,1,778,1226,448
5672,0,0,7,0,-7
5673,1,1,116,1415,1299
5674,1,0,74,0,-74
5675,0,0,28,0,-28
5676,1,1,1618,1498,-120
5677,1,1,58,1425,1367
5678,0,0,19,0,-19
5679,0,0,22,0,-22
5680,1,0,42,0,-42
5681,1,0,0,0,0
5682,0,0,101,0,-101
5683,1,1,346,2237,1891
5684,0,0,1,0,-1
5685,1,1,735,1217,482
5686,1,1,585,1205,620
5687,1,1,769,1310,541
5688,0,0,149,0,-149
5689,1,0,23,0,-23
5690,1,0,85,0,-85
5691,1,1,170,1269,1099
5692,0,0,14,0,-14
5693,1,0,1,0,-1
5694,0,0,100,0,-100
5695,1,1,305,1574,1269
5696,1,1,393,1236,843
5697,1,0,74,0,-74
5698,1,1,703,1541,838
5699,1,0,79,0,-79
5700,1,1,459,2043,1584
5701,1,0,18,0,-18
5702,1,0,112,0,-112
5703,1,0,78,0,-78
5704,0,0,88,0,-88
5705,0,0,35,0,-35
5706,1,1,400,1302,902
5707,0,0,27,0,-27
5708,1,0,60,0,-60
5709,1,1,339,2481,2142
5710,1,0,94,0,-94
5711,0,0,53,0,-53
5712,0,0,52,0,-52
5713,0,0,86,0,-86
5714,0,0,60,0,-60
5715,0,0,23,0,-23
5716,1,1,912,1259,347
5717,0,0,95,0,-95
5718,1,0,49,0,-49
5719,1,1,822,1272,450
5720,1,0,209,0,-209
5721,1,1,81,1226,1145
5722,0,0,95,0,-95
5723,1,1,29,1330,1301
5724,0,0,31,0,-31
5725,1,0,52,0,-52
5726,0,0,55,0,-55
5727,1,0,12,0,-12
5728,1,1,139,1526,1387
5729,1,1,435,1516,1081
5730,1,1,1157,1690,533
5731,1,1,895,1297,402
5732,1,0,44,0,-44
5733,1,0,28,0,-28
5734,1,0,2,0,-2
5735,1,1,398,1748,1350
5736,0,0,168,0,-168
5737,1,1,364,1468,1104
5738,1,1,732,1907,1175
5739,1,0,3,0,-3
5740,1,1,2120,1736,-384
5741,1,1,232,1304,1072
5742,1,0,136,0,-136
5743,1,1,569,1278,709
5744,0,0,37,0,-37
5745,0,0,1,0,-1
5746,1,1,942,1711,769
5747,1,0,2,0,-2
5748,0,0,78,0,-78
5749,0,0,23,0,-23
5750,1,1,530,1223,693
5751,1,1,1649,1574,-75
5752,1,0,8,0,-8
5753,1,0,22,0,-22
5754,0,0,114,0,-114
5755,0,0,28,0,-28
5756,0,0,40,0,-40
5757,1,1,125,1203,1078
5758,0,0,34,0,-34
5759,0,0,85,0,-85
5760,1,0,96,0,-96
5761,1,1,165,1522,1357
5762,0,0,50,0,-50
5763,1,0,8,0,-8
5764,1,1,369,1370,1001
5765,0,0,8,0,-8
5766,0,0,39,0,-39
5767,1,0,56,0,-56
5768,1,0,26,0,-26
5769,1,1,339,1204,865
5770,0,0,97,0,-97
5771,1,1,233,2846,2613
5772,1,0,75,0,-75
5773,1,0,70,0,-70
5774,0,0,100,0,-100
5775,1,1,290,1423,1133
5776,1,1,2161,1487,-674
5777,1,0,40,0,-40
5778,1,0,98,0,-98
5779,1,0,70,0,-70
5780,0,0,63,0,-63
5781,1,1,183,3578,3395
5782,0,0,34,0,-34
5783,1,0,47,0,-47
5784,1,1,890,1274,384
5785,1,1,813,2234,1421
5786,1,0,1,0,-1
5787,0,0,15,0,-15
5788,1,0,1,0,-1
5789,0,0,40,0,-40
5790,1,0,234,0,-234
5791,1,1,54,1381,1327
5792,1,1,433,1681,1248
5793,1,0,91,0,-91
5794,0,0,3,0,-3
5795,0,0,65,0,-65
5796,0,0,2,0,-2
5797,0,0,6,0,-6
5798,0,0,10,0,-10
5799,0,0,2,0,-2
5800,1,1,539,1504,965
5801,1,1,880,1242,362
5802,0,0,92,0,-92
5803,0,0,202,0,-202
5804,0,0,5,0,-5
5805,1,1,130,1290,1160
5806,1,1,117,1541,1424
5807,0,0,224,0,-224
5808,1,1,194,1382,1188
5809,0,0,25,0,-25
5810,1,0,34,0,-34
5811,1,0,64,0,-64
5812,0,0,2,0,-2
5813,1,1,78,2608,2530
5814,0,0,49,0,-49
5815,1,1,1804,1357,-447
5816,1,1,222,1546,1324
5817,0,0,25,0,-25
5818,1,0,74,0,-74
5819,0,0,131,0,-131
5820,1,0,26,0,-26
5821,1,1,291,1324,1033
5822,1,1,157,1807,1650
5823,1,0,166,0,-166
5824,1,1,577,1329,752
5825,1,1,413,1500,1087
5826,1,1,1455,1407,-48
5827,0,0,12,0,-12
5828,0,0,22,0,-22
5829,1,1,140,1411,1271
5830,1,0,3,0,-3
5831,0,0,4,0,-4
5832,0,0,11,0,-11
5833,0,0,26,0,-26
5834,1,0,90,0,-90
5835,1,1,1384,2248,864
5836,0,0,90,0,-90
5837,0,0,272,0,-272
5838,0,0,106,0,-106
5839,1,0,7,0,-7
5840,1,1,568,1534,966
5841,0,0,119,0,-119
5842,1,0,86,0,-86
5843,1,1,2382,1592,-790
5844,0,0,44,0,-44
5845,1,0,56,0,-56
5846,1,0,65,0,-65
5847,0,0,35,0,-35
5848,1,1,47,1239,1192
5849,0,0,74,0,-74
5850,0,0,7,0,-7
5851,0,0,118,0,-118
5852,0,0,104,0,-104
5853,0,0,93,0,-93
5854,1,0,71,0,-71
5855,1,1,523,1377,854
5856,1,1,228,1413,1185
5857,0,0,44,0,-44
5858,1,0,21,0,-21
5859,0,0,40,0,-40
5860,1,0,162,0,-162
5861,0,0,80,0,-80
5862,0,0,205,0,-205
5863,1,1,207,1321,1114
5864,1,0,3,0,-3
5865,0,0,155,0,-155
5866,0,0,47,0,-47
5867,0,0,34,0,-34
5868,1,0,44,0,-44
5869,1,1,814,1303,489
5870,1,1,255,1333,1078
5871,1,1,139,4978,4839
5872,1,0,44,0,-44
5873,1,0,13,0,-13
5874,0,0,53,0,-53
5875,0,0,231,0,-231
5876,0,0,69,0,-69
5877,1,0,10,0,-10
5878,0,0,21,0,-21
5879,0,0,10,0,-10
5880,1,1,347,1275,928
5881,1,1,442,1710,1268
5882,1,1,944,1616,672
5883,0,0,0,0,0
5884,1,0,12,0,-12
5885,0,0,0,0,0
5886,1,0,8,0,-8
5887,1,1,1356,1236,-120
5888,1,1,206,1687,1481
5889,1,1,430,1905,1475
5890,1,0,31,0,-31
5891,1,1,292,1331,1039
5892,0,0,23,0,-23
5893,1,1,97,1615,1518
5894,0,0,61,0,-61
5895,0,0,167,0,-167
5896,1,0,122,0,-122
5897,1,0,5,0,-5
5898,1,0,69,0,-69
5899,1,0,109,0,-109
5900,1,1,547,1506,959
5901,1,0,102,0,-102
5902,0,0,34,0,-34
5903,0,0,16,0,-16
5904,0,0,20,0,-20
5905,1,1,827,1386,559
5906,1,0,41,0,-41
5907,1,1,193,1208,1015
5908,1,0,10,0,-10
5909,0,0,21,0,-21
5910,1,0,75,0,-75
5911,1,1,309,1220,911
5912,0,0,20,0,-20
5913,1,0,19,0,-19
5914,1,0,65,0,-65
5915,1,0,14,0,-14
5916,1,0,20,0,-20
5917,1,1,1756,1369,-387
5918,0,0,35,0,-35
5919,1,0,24,0,-24
5920,1,1,409,1347,938
5921,1,0,110,0,-110
5922,1,0,67,0,-67
5923,1,0,73,0,-73
5924,1,1,229,1369,1140
5925,1,0,67,0,-67
5926,1,1,182,1201,1019
5927,0,0,16,0,-16
5928,0,0,179,0,-179
5929,0,0,123,0,-123
5930,1,1,66,1392,1326
5931,0,0,16,0,-16
5932,0,0,30,0,-30
5933,1,1,804,2247,1443
5934,0,0,52,0,-52
5935,1,0,3,0,-3
5936,1,0,40,0,-40
5937,1,0,38,0,-38
5938,1,0,56,0,-56
5939,0,0,44,0,-44
5940,0,0,9,0,-9
5941,1,1,1572,1511,-61
5942,1,1,151,1207,1056
5943,1,0,46,0,-46
5944,1,0,4,0,-4
5945,1,1,1831,1391,-440
5946,0,0,39,0,-39
5947,1,1,83,1224,1141
5948,0,0,125,0,-125
5949,0,0,12,0,-12
5950,1,0,73,0,-73
5951,0,0,51,0,-51
5952,1,1,572,1288,716
5953,1,0,92,0,-92
5954,0,0,25,0,-25
5955,1,0,25,0,-25
5956,1,0,1,0,-1
5957,1,0,29,0,-29
5958,1,1,88,1468,1380
5959,0,0,88,0,-88
5960,1,0,125,0,-125
5961,0,0,103,0,-103
5962,1,1,603,1560,957
5963,0,0,82,0,-82
5964,0,0,37,0,-37
5965,0,0,49,0,-49
5966,1,1,541,1472,931
5967,1,1,116,1390,1274
5968,0,0,50,0,-50
5969,1,1,535,1331,796
5970,0,0,4,0,-4
5971,0,0,43,0,-43
5972,1,1,907,1299,392
5973,1,0,3,0,-3
5974,0,0,50,0,-50
5975,1,0,12,0,-12
5976,0,0,32,0,-32
5977,0,0,11,0,-11
5978,1,0,191,0,-191
5979,1,1,551,1352,801
5980,0,0,468,0,-468
5981,1,0,52,0,-52
5982,0,0,26,0,-26
5983,0,0,87,0,-87
5984,1,0,15,0,-15
5985,1,0,25,0,-25
5986,0,0,2,0,-2
5987,0,0,113,0,-113
5988,0,0,29,0,-29
5989,0,0,13,0,-13
5990,0,0,98,0,-98
5991,1,0,29,0,-29
5992,0,0,7,0,-7
5993,1,1,185,1439,1254
5994,0,0,8,0,-8
5995,1,1,182,1794,1612
5996,0,0,23,0,-23
5997,1,1,230,1688,1458
5998,0,0,40,0,-40
5999,0,0,106,0,-106
6000,1,0,0,0,0
6001,1,1,986,1249,263
6002,1,1,69,5254,5185
6003,0,0,7,0,-7
6004,1,1,84,1254,1170
6005,0,0,32,0,-32
6006,1,1,230,1335,1105
6007,1,0,100,0,-100
6008,0,0,43,0,-43
6009,1,1,1280,3207,1927
6010,1,0,41,0,-41
6011,1,0,7,0,-7
6012,1,1,1838,1486,-352
6013,1,1,137,1273,1136
6014,1,0,32,0,-32
6015,0,0,8,0,-8
6016,1,0,9,0,-9
6017,1,0,56,0,-56
6018,0,0,140,0,-140
6019,1,1,302,3080,2778
6020,0,0,4,0,-4
6021,1,0,56,0,-56
6022,0,0,52,0,-52
6023,1,0,37,0,-37
6024,1,1,142,1340,1198
6025,0,0,151,0,-151
6026,1,0,109,0,-109
6027,1,1,1222,1277,55
6028,1,1,308,1278,970
6029,1,0,10,0,-10
6030,1,1,89,1311,1222
6031,1,1,882,1265,383
6032,1,1,507,1488,981
6033,1,0,2,0,-2
6034,0,0,6,0,-6
6035,0,0,66,0,-66
6036,1,1,1005,1240,235
6037,1,1,347,1203,856
6038,1,1,1675,1422,-253
6039,1,1,77,1271,1194
6040,0,0,37,0,-37
6041,0,0,118,0,-118
6042,1,1,163,1507,1344
6043,1,0,0,0,0
6044,1,1,166,1296,1130
6045,0,0,13,0,-13
6046,0,0,54,0,-54
6047,1,1,156,1222,1066
6048,0,0,16,0,-16
6049,1,1,1260,2182,922
6050,1,0,21,0,-21
6051,1,0,11,0,-11
6052,1,0,45,0,-45
6053,0,0,142,0,-142
6054,1,0,12,0,-12
6055,0,0,14,0,-14
6056,1,0,23,0,-23
6057,1,0,42,0,-42
6058,1,1,68,1274,1206
6059,1,1,415,1438,1023
6060,0,0,3,0,-3
6061,0,0,33,0,-33
6062,1,0,37,0,-37
6063,1,0,56,0,-56
6064,1,0,67,0,-67
6065,1,0,10,0,-10
6066,1,0,56,0,-56
6067,1,0,39,0,-39
6068,1,0,12,0,-12
6069,1,1,114,1793,1679
6070,1,0,37,0,-37
6071,1,1,329,1214,885
6072,1,1,254,1654,1400
6073,1,0,136,0,-136
6074,0,0,25,0,-25
6075,0,0,66,0,-66
6076,0,0,98,0,-98
6077,1,1,489,1966,1477
6078,0,0,2,0,-2
6079,1,0,23,0,-23
6080,0,0,31,0,-31
6081,1,1,85,1809,1724
6082,0,0,117,0,-117
6083,0,0,168,0,-168
6084,0,0,39,0,-39
6085,1,1,1034,1422,388
6086,1,0,72,0,-72
6087,0,0,5,0,-5
6088,1,0,19,0,-19
6089,1,0,16,0,-16
6090,1,1,405,1217,812
6091,0,0,48,0,-48
6092,1,0,55,0,-55
6093,1,0,28,0,-28
6094,1,1,755,2033,1278
6095,0,0,18,0,-18
6096,0,0,14,0,-14
6097,1,1,202,1838,1636
6098,1,0,79,0,-79
6099,0,0,59,0,-59
6100,1,0,19,0,-19
6101,1,1,1163,1830,667
6102,1,0,69,0,-69
6103,1,0,2,0,-2
6104,1,0,36,0,-36
6105,1,1,165,1350,1185
6106,1,0,4,0,-4
6107,0,0,153,0,-153
6108,0,0,15,0,-15
6109,1,1,892,1856,964
6110,1,1,385,1685,1300
6111,1,0,0,0,0
6112,1,0,12,0,-12
6113,0,0,277,0,-277
6114,0,0,64,0,-64
6115,1,1,1374,1628,254
6116,0,0,25,0,-25
6117,0,0,135,0,-135
6118,0,0,30,0,-30
6119,1,0,68,0,-68
6120,1,0,87,0,-87
6121,0,0,18,0,-18
6122,0,0,15,0,-15
6123,1,1,235,1673,1438
6124,1,1,386,1354,968
6125,0,0,25,0,-25
6126,0,0,53,0,-53
6127,0,0,8,0,-8
6128,1,1,121,1400,1279
6129,0,0,74,0,-74
6130,1,1,260,1837,1577
6131,1,0,0,0,0
6132,1,1,317,1716,1399
6133,0,0,26,0,-26
6134,1,0,11,0,-11
6135,1,0,8,0,-8
6136,0,0,39,0,-39
6137,1,0,38,0,-38
6138,0,0,0,0,0
6139,0,0,30,0,-30
6140,0,0,85,0,-85
6141,1,1,448,1296,848
6142,1,1,1975,1289,-686
6143,0,0,84,0,-84
6144,0,0,11,0,-11
6145,1,0,29,0,-29
6146,1,1,328,1300,972
6147,1,1,319,1247,928
6148,1,1,696,1309,613
6149,1,0,21,0,-21
6150,0,0,13,0,-13
6151,0,0,81,0,-81
6152,0,0,46,0,-46
6153,1,1,498,1280,782
6154,1,1,191,1547,1356
6155,0,0,108,0,-108
6156,1,0,146,0,-146
6157,0,0,19,0,-19
6158,1,0,30,0,-30
6159,0,0,47,0,-47
6160,0,0,41,0,-41
6161,0,0,28,0,-28
6162,0,0,82,0,-82
6163,0,0,66,0,-66
6164,1,0,15,0,-15
6165,1,1,2460,1636,-824
6166,0,0,17,0,-17
6167,0,0,66,0,-66
6168,1,0,17,0,-17
6169,0,0,7,0,-7
6170,1,1,971,2058,1087
6171,0,0,28,0,-28
6172,1,1,366,2141,1775
6173,0,0,70,0,-70
6174,0,0,77,0,-77
6175,0,0,8,0,-8
6176,1,1,369,2241,1872
6177,0,0,43,0,-43
6178,0,0,7,0,-7
6179,1,1,158,1672,1514
6180,1,0,2,0,-2
6181,1,0,119,0,-119
6182,0,0,10,0,-10
6183,0,0,27,0,-27
6184,1,1,2280,1415,-865
6185,1,0,170,0,-170
6186,0,0,18,0,-18
6187,0,0,33,0,-33
6188,1,0,2,0,-2
6189,1,0,6,0,-6
6190,1,1,956,1684,728
6191,0,0,54,0,-54
6192,0,0,66,0,-66
6193,0,0,18,0,-18
6194,1,0,111,0,-111
6195,1,0,7,0,-7
6196,0,0,24,0,-24
6197,0,0,112,0,-112
6198,1,1,393,1333,940
6199,1,1,358,1325,967
6200,0,0,48,0,-48
6201,1,0,50,0,-50
6202,1,1,199,1231,1032
6203,1,0,11,0,-11
6204,1,1,390,1304,914
6205,0,0,42,0,-42
6206,1,1,583,1303,720
6207,1,1,1115,1390,275
6208,1,0,3,0,-3
6209,0,0,18,0,-18
6210,1,0,5,0,-5
6211,1,0,24,0,-24
6212,0,0,17,0,-17
6213,0,0,7,0,-7
6214,0,0,5,0,-5
6215,0,0,185,0,-185
6216,1,0,12,0,-12
6217,0,0,149,0,-149
6218,0,0,26,0,-26
6219,0,0,38,0,-38
6220,0,0,10,0,-10
6221,0,0,10,0,-10
6222,1,1,666,1307,641
6223,0,0,170,0,-170
6224,1,0,44,0,-44
6225,1,1,310,1336,1026
6226,0,0,49,0,-49
6227,0,0,26,0,-26
6228,0,0,23,0,-23
6229,1,1,477,1678,1201
6230,1,0,45,0,-45
6231,0,0,10,0,-10
6232,1,0,1,0,-1
6233,0,0,54,0,-54
6234,1,0,1,0,-1
6235,1,0,68,0,-68
6236,1,1,1540,1595,55
6237,1,1,738,1283,545
6238,0,0,26,0,-26
6239,1,0,93,0,-93
6240,0,0,0,0,0
6241,0,0,42,0,-42
6242,1,0,120,0,-120
6243,1,1,425,1621,1196
6244,0,0,89,0,-89
6245,1,0,110,0,-110
6246,0,0,15,0,-15
6247,1,0,10,0,-10
6248,1,0,0,0,0
6249,1,1,125,1550,1425
6250,1,1,101,1391,1290
6251,0,0,40,0,-40
6252,1,0,68,0,-68
6253,1,1,279,3393,3114
6254,0,0,12,0,-12
6255,1,1,1670,2302,632
6256,1,0,39,0,-39
6257,1,0,51,0,-51
6258,0,0,13,0,-13
6259,0,0,6,0,-6
6260,0,0,24,0,-24
6261,1,0,105,0,-105
6262,1,0,11,0,-11
6263,1,1,135,1325,1190
6264,1,1,274,1228,954
6265,1,0,113,0,-113
6266,1,1,1481,1202,-279
6267,0,0,199,0,-199
6268,1,0,106,0,-106
6269,0,0,57,0,-57
6270,0,0,45,0,-45
6271,1,1,342,1668,1326
6272,1,1,969,1828,859
6273,0,0,59,0,-59
6274,1,0,5,0,-5
6275,0,0,39,0,-39
6276,0,0,136,0,-136
6277,0,0,92,0,-92
6278,1,1,839,2271,1432
6279,1,1,1735,1288,-447
6280,0,0,37,0,-37
6281,1,0,69,0,-69
6282,1,1,908,1981,1073
6283,1,0,8,0,-8
6284,0,0,39,0,-39
6285,1,1,512,1341,829
6286,0,0,137,0,-137
6287,0,0,32,0,-32
6288,1,1,97,2041,1944
6289,1,0,148,0,-148
6290,1,0,21,0,-21
6291,1,1,57,1519,1462
6292,0,0,3,0,-3
6293,1,1,664,1354,690
6294,1,1,63,1467,1404
6295,1,1,420,1333,913
6296,1,0,33,0,-33
6297,1,0,20,0,-20
6298,0,0,39,0,-39
6299,0,0,218,0,-218
6300,0,0,22,0,-22
6301,1,1,581,1729,1148
6302,1,0,12,0,-12
6303,1,0,37,0,-37
6304,0,0,29,0,-29
6305,1,1,1247,1319,72
6306,0,0,148,0,-148
6307,0,0,82,0,-82
6308,1,1,776,1399,623
6309,0,0,69,0,-69
6310,1,1,204,1206,1002
6311,0,0,24,0,-24
6312,1,1,531,1478,947
6313,0,0,244,0,-244
6314,0,0,116,0,-116
6315,0,0,63,0,-63
6316,1,1,105,1436,1331
6317,1,1,37,1331,1294
6318,1,0,82,0,-82
6319,1,0,26,0,-26
6320,1,0,69,0,-69
6321,1,0,65,0,-65
6322,0,0,118,0,-118
6323,1,0,36,0,-36
6324,0,0,15,0,-15
6325,0,0,43,0,-43
6326,0,0,17,0,-17
6327,0,0,141,0,-141
6328,1,1,991,1570,579
6329,1,0,75,0,-75
6330,1,0,57,0,-57
6331,1,1,489,1247,758
6332,0,0,14,0,-14
6333,0,0,52,0,-52
6334,1,0,16,0,-16
6335,1,0,124,0,-124
6336,1,1,606,1380,774
6337,1,0,4,0,-4
6338,0,0,62,0,-62
6339,0,0,34,0,-34
6340,1,1,653,1344,691
6341,1,0,8,0,-8
6342,0,0,104,0,-104
6343,0,0,38,0,-38
6344,1,0,50,0,-50
6345,1,0,7,0,-7
6346,1,0,37,0,-37
6347,1,1,44,1382,1338
6348,0,0,38,0,-38
6349,1,1,22,1203,1181
6350,1,1,135,2015,1880
6351,1,0,24,0,-24
6352,1,0,41,0,-41
6353,1,1,384,1534,1150
6354,0,0,28,0,-28
6355,0,0,51,0,-51
6356,1,0,10,0,-10
6357,1,0,63,0,-63
6358,1,1,37,1351,1314
6359,0,0,72,0,-72
6360,0,0,88,0,-88
6361,1,1,144,1366,1222
6362,0,0,30,0,-30
6363,0,0,137,0,-137
6364,0,0,76,0,-76
6365,0,0,3,0,-3
6366,0,0,7,0,-7
6367,1,1,181,1423,1242
6368,1,0,59,0,-59
6369,1,1,298,1652,1354
6370,1,1,558,1483,925
6371,1,1,114,1530,1416
6372,0,0,164,0,-164
6373,1,1,457,1290,833
6374,0,0,2,0,-2
6375,1,0,18,0,-18
6376,1,1,69,1650,1581
6377,0,0,15,0,-15
6378,1,0,19,0,-19
6379,0,0,90,0,-90
6380,1,1,1039,1348,309
6381,0,0,12,0,-12
6382,1,1,176,1613,1437
6383,1,0,156,0,-156
6384,0,0,50,0,-50
6385,1,1,12,1271,1259
6386,0,0,18,0,-18
6387,1,0,87,0,-87
6388,1,0,12,0,-12
6389,1,1,157,2176,2019
6390,0,0,5,0,-5
6391,1,1,648,1575,927
6392,0,0,137,0,-137
6393,0,0,22,0,-22
6394,1,0,5,0,-5
6395,1,1,1,1439,1438
6396,0,0,73,0,-73
6397,1,1,642,1217,575
6398,1,1,612,1501,889
6399,1,0,101,0,-101
6400,0,0,9,0,-9
6401,1,0,27,0,-27
6402,1,0,18,0,-18
6403,0,0,43,0,-43
6404,1,1,262,1306,1044
6405,0,0,91,0,-91
6406,1,0,57,0,-57
6407,1,0,76,0,-76
6408,1,0,28,0,-28
6409,1,0,67,0,-67
6410,1,1,842,1556,714
6411,0,0,99,0,-99
6412,0,0,12,0,-12
6413,0,0,5,0,-5
6414,0,0,18,0,-18
6415,1,0,31,0,-31
6416,0,0,24,0,-24
6417,0,0,69,0,-69
6418,1,0,2,0,-2
6419,0,0,9,0,-9
6420,1,1,69,1423,1354
6421,0,0,85,0,-85
6422,1,0,11,0,-11
6423,0,0,6,0,-6
6424,1,0,16,0,-16
6425,1,1,409,1934,1525
6426,1,1,1017,1243,226
6427,0,0,142,0,-142
6428,0,0,60,0,-60
6429,1,0,68,0,-68
6430,0,0,14,0,-14
6431,1,1,1012,1239,227
6432,1,0,86,0,-86
6433,1,1,548,1653,1105
6434,0,0,12,0,-12
6435,0,0,15,0,-15
6436,1,1,686,1813,1127
6437,0,0,123,0,-123
6438,0,0,294,0,-294
6439,0,0,31,0,-31
6440,0,0,27,0,-27
6441,0,0,64,0,-64
6442,1,0,25,0,-25
6443,1,1,1391,1234,-157
6444,0,0,63,0,-63
6445,0,0,24,0,-24
6446,1,1,2956,1352,-1604
6447,0,0,15,0,-15
6448,1,1,1721,2175,454
6449,0,0,9,0,-9
6450,1,0,29,0,-29
6451,1,0,89,0,-89
6452,1,0,94,0,-94
6453,1,1,808,1888,1080
6454,0,0,2,0,-2
6455,0,0,7,0,-7
6456,0,0,6,0,-6
6457,1,0,22,0,-22
6458,1,0,42,0,-42
6459,0,0,136,0,-136
6460,1,0,130,0,-130
6461,1,1,60,1303,1243
6462,1,0,49,0,-49
6463,0,0,2,0,-2
6464,0,0,34,0,-34
6465,1,0,40,0,-40
6466,0,0,87,0,-87
6467,1,1,379,1228,849
6468,1,1,97,1415,1318
6469,1,1,361,1392,1031
6470,1,1,186,2299,2113
6471,0,0,67,0,-67
6472,1,0,191,0,-191
6473,1,1,687,1312,625
6474,1,1,1007,2449,1442
6475,1,1,358,1325,967
6476,0,0,122,0,-122
6477,1,1,329,1645,1316
6478,0,0,0,0,0
6479,0,0,35,0,-35
6480,0,0,41,0,-41
6481,0,0,59,0,-59
6482,1,0,7,0,-7
6483,0,0,3,0,-3
6484,1,1,222,1520,1298
6485,1,0,12,0,-12
6486,1,1,1184,1218,34
6487,1,1,77,1218,1141
6488,1,0,67,0,-67
6489,0,0,5,0,-5
6490,1,0,11,0,-11
6491,1,0,18,0,-18
6492,0,0,28,0,-28
6493,0,0,32,0,-32
6494,0,0,156,0,-156
6495,1,1,764,1419,655
6496,1,1,419,1946,1527
6497,1,0,26,0,-26
6498,1,1,687,1389,702
6499,1,1,645,1557,912
6500,1,0,82,0,-82
6501,0,0,52,0,-52
6502,1,1,806,1298,492
6503,1,0,3,0,-3
6504,0,0,22,0,-22
6505,1,1,1079,1450,371
6506,1,0,41,0,-41
6507,1,1,2,1602,1600
6508,1,1,385,2111,1726
6509,0,0,4,0,-4
6510,1,1,348,1560,1212
6511,0,0,50,0,-50
6512,1,1,431,1374,943
6513,1,1,39,1753,1714
6514,1,0,24,0,-24
6515,1,0,14,0,-14
6516,0,0,50,0,-50
6517,0,0,67,0,-67
6518,1,0,3,0,-3
6519,0,0,68,0,-68
6520,1,1,28,1433,1405
6521,1,0,21,0,-21
6522,1,0,1,0,-1
6523,1,1,186,1386,1200
6524,1,1,156,3275,3119
6525,0,0,10,0,-10
6526,1,0,35,0,-35
6527,1,1,389,3085,2696
6528,0,0,3,0,-3
6529,1,0,2,0,-2
6530,1,0,42,0,-42
6531,1,0,36,0,-36
6532,1,1,1597,1215,-382
6533,1,1,96,1259,1163
6534,1,1,534,1872,1338
6535,1,0,3,0,-3
6536,0,0,100,0,-100
6537,1,0,34,0,-34
6538,0,0,18,0,-18
6539,0,0,79,0,-79
6540,1,0,4,0,-4
6541,1,1,283,2388,2105
6542,1,0,61,0,-61
6543,1,1,426,1212,786
6544,1,0,72,0,-72
6545,1,0,98,0,-98
6546,0,0,60,0,-60
6547,1,0,3,0,-3
6548,0,0,5,0,-5
6549,0,0,36,0,-36
6550,0,0,58,0,-58
6551,0,0,18,0,-18
6552,1,0,37,0,-37
6553,0,0,27,0,-27
6554,1,1,1034,1218,184
6555,1,1,49,1887,1838
6556,1,1,501,1248,747
6557,1,1,364,1320,956
6558,1,1,19,1329,1310
6559,0,0,20,0,-20
6560,1,1,853,1251,398
6561,1,0,34,0,-34
6562,0,0,66,0,-66
6563,1,1,838,1454,616
6564,0,0,6,0,-6
6565,0,0,94,0,-94
6566,1,0,76,0,-76
6567,0,0,83,0,-83
6568,1,0,67,0,-67
6569,0,0,135,0,-135
6570,1,1,531,1463,932
6571,0,0,25,0,-25
6572,1,0,51,0,-51
6573,0,0,55,0,-55
6574,1,1,124,1700,1576
6575,0,0,112,0,-112
6576,0,0,78,0,-78
6577,0,0,5,0,-5
6578,1,1,569,1335,766
6579,1,1,75,1357,1282
6580,0,0,2,0,-2
6581,1,1,327,1200,873
6582,1,0,24,0,-24
6583,0,0,195,0,-195
6584,1,0,7,0,-7
6585,1,1,163,1244,1081
6586,0,0,28,0,-28
6587,0,0,4,0,-4
6588,1,1,984,1472,488
6589,0,0,70,0,-70
6590,1,1,957,1266,309
6591,1,0,48,0,-48
6592,0,0,17,0,-17
6593,0,0,48,0,-48
6594,1,1,520,1737,1217
6595,1,1,865,2121,1256
6596,0,0,21,0,-21
6597,1,0,46,0,-46
6598,0,0,24,0,-24
6599,0,0,84,0,-84
6600,1,1,264,1206,942
6601,0,0,11,0,-11
6602,1,0,49,0,-49
6603,0,0,133,0,-133
