ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
6548,0,0,81,0,-81
6549,0,0,179,0,-179
6550,1,1,489,1206,717
6551,1,0,5,0,-5
6552,0,0,1,0,-1
6553,1,1,506,1884,1378
6554,0,0,195,0,-195
6555,1,0,2,0,-2
6556,0,0,273,0,-273
6557,0,0,33,0,-33
6558,1,0,6,0,-6
6559,1,0,26,0,-26
6560,0,0,130,0,-130
6561,1,0,86,0,-86
6562,1,0,14,0,-14
6563,1,0,20,0,-20
6564,0,0,100,0,-100
6565,0,0,48,0,-48
6566,1,1,340,1363,1023
6567,1,1,1499,1596,97
6568,0,0,11,0,-11
6569,1,1,411,2128,1717
6570,0,0,39,0,-39
6571,1,1,1743,1831,88
6572,0,0,24,0,-24
6573,0,0,17,0,-17
6574,1,0,1,0,-1
6575,1,1,1154,1498,344
6576,1,0,15,0,-15
6577,1,1,1265,1666,401
6578,1,0,104,0,-104
6579,1,1,268,1970,1702
6580,1,1,815,1333,518
6581,0,0,122,0,-122
6582,1,0,2,0,-2
6583,1,1,22,2617,2595
6584,1,0,72,0,-72
6585,1,1,83,3546,3463
6586,1,1,801,1364,563
6587,0,0,65,0,-65
6588,0,0,67,0,-67
6589,0,0,27,0,-27
6590,0,0,62,0,-62
6591,0,0,10,0,-10
6592,0,0,95,0,-95
6593,0,0,31,0,-31
6594,1,1,583,2259,1676
6595,1,1,375,1348,973
6596,1,0,15,0,-15
6597,1,1,563,1366,803
6598,1,0,25,0,-25
6599,0,0,46,0,-46
6600,0,0,7,0,-7
6601,0,0,24,0,-24
6602,0,0,71,0,-71
6603,1,0,51,0,-51
6604,1,0,88,0,-88
6605,1,0,18,0,-18
6606,1,0,4,0,-4
6607,1,1,883,1240,357
6608,1,0,81,0,-81
6609,1,0,41,0,-41
6610,0,0,5,0,-5
6611,1,0,50,0,-50
6612,0,0,18,0,-18
6613,0,0,41,0,-41
6614,1,1,648,1250,602
6615,1,1,294,1715,1421
6616,1,1,243,1389,1146
6617,1,1,789,1445,656
6618,1,0,128,0,-128
6619,0,0,151,0,-151
6620,1,0,113,0,-113
6621,1,0,33,0,-33
6622,1,1,442,3860,3418
6623,0,0,36,0,-36
6624,1,1,77,1330,1253
6625,0,0,23,0,-23
6626,0,0,23,0,-23
6627,1,0,4,0,-4
6628,1,1,1178,1407,229
6629,1,0,67,0,-67
6630,0,0,54,0,-54
6631,1,1,156,1295,1139
6632,1,1,442,1323,881
6633,1,1,94,1735,1641
6634,1,0,4,0,-4
6635,0,0,11,0,-11
6636,0,0,13,0,-13
6637,1,1,204,1405,1201
6638,0,0,21,0,-21
6639,1,0,24,0,-24
6640,0,0,57,0,-57
6641,1,0,28,0,-28
6642,1,1,342,1283,941
6643,0,0,63,0,-63
6644,0,0,126,0,-126
6645,1,0,154,0,-154
6646,1,1,123,1224,1101
6647,1,0,21,0,-21
6648,1,0,7,0,-7
6649,1,1,32,1313,1281
6650,1,0,20,0,-20
6651,1,1,357,1214,857
6652,1,0,35,0,-35
6653,0,0,7,0,-7
6654,0,0,4,0,-4
6655,1,0,26,0,-26
6656,1,0,10,0,-10
6657,1,1,518,1244,726
6658,1,0,66,0,-66
6659,0,0,78,0,-78
6660,1,0,42,0,-42
6661,1,1,73,1348,1275
6662,0,0,377,0,-377
6663,1,0,27,0,-27
6664,1,1,868,1314,446
6665,0,0,31,0,-31
6666,1,0,1,0,-1
6667,0,0,10,0,-10
6668,0,0,26,0,-26
6669,1,0,25,0,-25
6670,0,0,10,0,-10
6671,0,0,14,0,-14
6672,0,0,0,0,0
6673,1,0,23,0,-23
6674,0,0,5,0,-5
6675,1,0,7,0,-7
6676,0,0,9,0,-9
6677,1,1,108,1925,1817
6678,1,1,420,1574,1154
6679,1,0,14,0,-14
6680,0,0,102,0,-102
6681,1,0,16,0,-16
6682,0,0,55,0,-55
6683,1,0,7,0,-7
6684,1,1,22,1285,1263
6685,1,1,770,1239,469
6686,1,0,31,0,-31
6687,1,1,141,1983,1842
6688,1,1,1101,1577,476
6689,1,1,516,1945,1429
6690,1,1,186,1531,1345
6691,1,1,880,1347,467
6692,1,0,37,0,-37
6693,1,0,121,0,-121
6694,1,0,59,0,-59
6695,1,0,100,0,-100
6696,1,1,380,1283,903
6697,0,0,75,0,-75
6698,1,1,61,1427,1366
6699,1,0,41,0,-41
6700,0,0,0,0,0
6701,1,1,161,1604,1443
6702,1,0,64,0,-64
6703,0,0,7,0,-7
6704,1,0,6,0,-6
6705,0,0,115,0,-115
6706,1,0,15,0,-15
6707,1,0,6,0,-6
6708,0,0,0,0,0
6709,1,0,49,0,-49
6710,1,1,318,1459,1141
6711,0,0,124,0,-124
6712,0,0,70,0,-70
6713,1,0,46,0,-46
6714,1,1,51,1545,1494
6715,0,0,3,0,-3
6716,1,0,76,0,-76
6717,1,0,48,0,-48
6718,1,0,33,0,-33
6719,0,0,11,0,-11
6720,1,1,218,1368,1150
6721,1,1,266,1316,1050
6722,0,0,54,0,-54
6723,1,1,103,2022,1919
6724,1,0,16,0,-16
6725,1,1,300,1222,922
6726,0,0,10,0,-10
6727,1,0,26,0,-26
6728,0,0,76,0,-76
6729,0,0,73,0,-73
6730,0,0,59,0,-59
6731,0,0,26,0,-26
6732,1,1,318,1218,900
6733,0,0,139,0,-139
6734,0,0,63,0,-63
6735,0,0,63,0,-63
6736,0,0,34,0,-34
6737,0,0,69,0,-69
6738,0,0,93,0,-93
6739,1,1,724,1282,558
6740,0,0,84,0,-84
6741,0,0,34,0,-34
6742,0,0,31,0,-31
6743,0,0,35,0,-35
6744,1,1,905,1642,737
6745,1,1,304,1721,1417
6746,1,1,507,1608,1101
6747,1,1,147,1333,1186
6748,0,0,57,0,-57
6749,0,0,3,0,-3
6750,0,0,59,0,-59
6751,1,1,241,1258,1017
6752,0,0,77,0,-77
6753,1,1,612,1217,605
6754,1,1,216,2504,2288
6755,1,1,515,1541,1026
6756,1,1,154,1591,1437
6757,1,0,178,0,-178
6758,1,0,0,0,0
6759,1,0,27,0,-27
6760,0,0,32,0,-32
6761,0,0,3,0,-3
6762,1,0,78,0,-78
6763,0,0,101,0,-101
6764,1,0,3,0,-3
6765,1,1,290,1210,920
6766,1,0,38,0,-38
6767,1,0,2,0,-2
6768,1,0,75,0,-75
6769,1,0,72,0,-72
6770,1,1,210,1265,1055
6771,0,0,77,0,-77
6772,0,0,70,0,-70
6773,0,0,62,0,-62
6774,1,1,445,1370,925
6775,1,0,139,0,-139
6776,1,1,180,1217,1037
6777,1,0,130,0,-130
6778,1,0,59,0,-59
6779,1,0,142,0,-142
6780,0,0,52,0,-52
6781,1,1,1109,1466,357
6782,1,0,121,0,-121
6783,0,0,77,0,-77
6784,1,1,756,1429,673
6785,1,1,343,1438,1095
6786,0,0,26,0,-26
6787,1,0,100,0,-100
6788,1,1,156,1221,1065
6789,1,1,202,1372,1170
6790,1,0,8,0,-8
6791,1,0,29,0,-29
6792,0,0,18,0,-18
6793,0,0,34,0,-34
6794,1,0,11,0,-11
6795,1,1,1446,1304,-142
6796,0,0,37,0,-37
6797,1,1,233,1506,1273
6798,1,1,152,1234,1082
6799,1,0,14,0,-14
6800,0,0,107,0,-107
6801,1,0,9,0,-9
6802,1,1,215,1245,1030
6803,1,1,276,1562,1286
6804,1,0,56,0,-56
6805,0,0,26,0,-26
6806,1,1,120,1220,1100
6807,0,0,99,0,-99
6808,1,0,48,0,-48
6809,0,0,87,0,-87
6810,1,0,27,0,-27
6811,0,0,56,0,-56
6812,0,0,24,0,-24
6813,0,0,102,0,-102
6814,1,1,1281,1222,-59
6815,0,0,76,0,-76
6816,0,0,248,0,-248
6817,0,0,35,0,-35
6818,1,0,10,0,-10
6819,1,1,271,2162,1891
6820,0,0,93,0,-93
6821,1,0,39,0,-39
6822,1,1,414,1557,1143
6823,0,0,44,0,-44
6824,0,0,55,0,-55
6825,0,0,61,0,-61
6826,1,1,1309,1360,51
6827,0,0,8,0,-8
6828,1,1,312,1449,1137
6829,1,0,4,0,-4
6830,0,0,21,0,-21
6831,1,0,28,0,-28
6832,1,1,135,1251,1116
6833,1,1,1989,1351,-638
6834,0,0,46,0,-46
6835,0,0,54,0,-54
6836,0,0,36,0,-36
6837,0,0,46,0,-46
6838,1,1,738,1521,783
6839,0,0,6,0,-6
6840,0,0,124,0,-124
6841,1,1,264,1409,1145
6842,1,1,397,1718,1321
6843,0,0,4,0,-4
6844,0,0,12,0,-12
6845,0,0,64,0,-64
6846,0,0,5,0,-5
6847,1,1,112,1809,1697
6848,1,1,373,1354,981
6849,1,1,365,1292,927
6850,0,0,49,0,-49
6851,1,0,11,0,-11
6852,0,0,17,0,-17
6853,0,0,11,0,-11
6854,0,0,10,0,-10
6855,1,0,22,0,-22
6856,1,0,8,0,-8
6857,1,0,28,0,-28
6858,0,0,1,0,-1
6859,1,1,1362,1439,77
6860,0,0,22,0,-22
6861,0,0,45,0,-45
6862,1,0,148,0,-148
6863,1,0,49,0,-49
6864,1,1,417,1643,1226
6865,1,1,480,1280,800
6866,1,0,7,0,-7
6867,1,1,729,1203,474
6868,1,0,128,0,-128
6869,0,0,83,0,-83
6870,1,1,554,1642,1088
6871,1,0,2,0,-2
6872,1,0,57,0,-57
6873,0,0,14,0,-14
6874,0,0,3,0,-3
6875,1,1,1372,1810,438
6876,0,0,22,0,-22
6877,1,0,7,0,-7
6878,1,1,449,1935,1486
6879,1,1,454,1496,1042
6880,1,0,28,0,-28
6881,1,0,31,0,-31
6882,1,0,19,0,-19
6883,1,0,24,0,-24
6884,0,0,3,0,-3
6885,1,0,19,0,-19
6886,1,0,70,0,-70
6887,1,0,72,0,-72
6888,1,0,92,0,-92
6889,0,0,441,0,-441
6890,1,0,10,0,-10
6891,0,0,19,0,-19
6892,0,0,34,0,-34
6893,0,0,37,0,-37
6894,1,0,26,0,-26
6895,0,0,13,0,-13
6896,1,1,1358,1409,51
6897,1,1,176,5893,5717
6898,1,0,36,0,-36
6899,1,0,28,0,-28
6900,0,0,44,0,-44
6901,0,0,18,0,-18
6902,1,1,247,1348,1101
6903,1,1,667,2180,1513
6904,1,0,151,0,-151
6905,1,1,290,1641,1351
6906,1,0,37,0,-37
6907,1,1,922,2055,1133
6908,1,1,542,2307,1765
6909,0,0,34,0,-34
6910,0,0,47,0,-47
6911,1,1,623,2002,1379
6912,0,0,70,0,-70
6913,1,1,1058,1306,248
6914,0,0,33,0,-33
6915,1,0,2,0,-2
6916,1,0,8,0,-8
6917,1,0,22,0,-22
6918,0,0,6,0,-6
6919,0,0,37,0,-37
6920,1,1,600,1233,633
6921,0,0,113,0,-113
6922,1,1,416,1329,913
6923,0,0,21,0,-21
6924,0,0,3,0,-3
6925,1,0,47,0,-47
6926,1,0,2,0,-2
6927,1,1,221,1267,1046
6928,1,0,264,0,-264
6929,1,1,1333,1636,303
6930,1,0,55,0,-55
6931,1,0,0,0,0
6932,0,0,37,0,-37
6933,0,0,82,0,-82
6934,0,0,123,0,-123
6935,0,0,46,0,-46
6936,0,0,42,0,-42
6937,1,1,281,1235,954
6938,0,0,32,0,-32
6939,1,0,47,0,-47
6940,0,0,25,0,-25
6941,0,0,24,0,-24
6942,1,1,1233,2067,834
6943,0,0,7,0,-7
6944,0,0,10,0,-10
6945,1,0,17,0,-17
6946,0,0,123,0,-123
6947,1,0,1,0,-1
6948,0,0,45,0,-45
6949,1,0,74,0,-74
6950,1,0,33,0,-33
6951,0,0,17,0,-17
6952,1,0,32,0,-32
6953,1,0,107,0,-107
6954,0,0,32,0,-32
6955,0,0,12,0,-12
6956,1,0,6,0,-6
6957,1,1,271,1210,939
6958,0,0,0,0,0
6959,0,0,72,0,-72
6960,0,0,28,0,-28
6961,1,0,102,0,-102
6962,1,1,108,1433,1325
6963,0,0,4,0,-4
6964,0,0,11,0,-11
6965,0,0,101,0,-101
6966,1,0,24,0,-24
6967,1,0,72,0,-72
6968,0,0,1,0,-1
6969,1,1,383,1274,891
6970,1,1,1678,1222,-456
6971,1,0,94,0,-94
6972,0,0,27,0,-27
6973,0,0,92,0,-92
6974,0,0,11,0,-11
6975,0,0,35,0,-35
6976,1,0,5,0,-5
6977,0,0,52,0,-52
6978,0,0,56,0,-56
6979,0,0,116,0,-116
6980,1,0,28,0,-28
6981,0,0,67,0,-67
6982,0,0,80,0,-80
6983,0,0,7,0,-7
6984,0,0,24,0,-24
6985,0,0,49,0,-49
6986,1,1,85,2055,1970
6987,1,1,58,1299,1241
6988,0,0,3,0,-3
6989,1,0,124,0,-124
6990,0,0,25,0,-25
6991,0,0,143,0,-143
6992,0,0,30,0,-30
6993,0,0,27,0,-27
6994,1,1,915,1648,733
6995,0,0,43,0,-43
6996,1,1,1185,1261,76
6997,1,1,714,1855,1141
6998,1,1,409,1244,835
6999,1,1,594,1203,609
7000,1,0,26,0,-26
7001,1,0,20,0,-20
7002,1,1,779,1845,1066
7003,0,0,130,0,-130
7004,1,0,163,0,-163
7005,1,1,2397,1243,-1154
7006,1,0,92,0,-92
7007,1,1,167,1272,1105
7008,1,0,47,0,-47
7009,1,1,79,1355,1276
7010,0,0,12,0,-12
7011,0,0,51,0,-51
7012,1,1,104,1675,1571
7013,0,0,8,0,-8
7014,0,0,66,0,-66
7015,1,1,716,2458,1742
7016,1,0,45,0,-45
7017,1,0,36,0,-36
7018,1,1,128,1758,1630
7019,1,1,450,2184,1734
7020,0,0,41,0,-41
7021,0,0,42,0,-42
7022,0,0,20,0,-20
7023,1,1,227,1250,1023
7024,1,0,70,0,-70
7025,0,0,0,0,0
7026,1,1,300,1278,978
7027,1,1,339,1339,1000
7028,0,0,23,0,-23
7029,1,0,65,0,-65
7030,0,0,82,0,-82
7031,1,1,156,1410,1254
7032,0,0,26,0,-26
7033,1,1,783,1204,421
7034,1,1,35,1262,1227
7035,0,0,89,0,-89
7036,1,1,1437,2025,588
7037,0,0,98,0,-98
7038,1,0,18,0,-18
7039,0,0,13,0,-13
7040,0,0,5,0,-5
7041,0,0,20,0,-20
7042,1,1,736,1256,520
7043,1,0,72,0,-72
7044,0,0,1,0,-1
7045,0,0,101,0,-101
7046,0,0,24,0,-24
7047,1,1,852,1307,455
7048,1,0,242,0,-242
7049,0,0,39,0,-39
7050,1,0,17,0,-17
7051,1,0,29,0,-29
7052,0,0,50,0,-50
7053,1,1,552,1928,1376
7054,1,0,163,0,-163
7055,1,0,4,0,-4
7056,1,1,87,1258,1171
7057,0,0,0,0,0
7058,1,0,20,0,-20
7059,1,0,15,0,-15
7060,1,1,1234,1281,47
7061,1,1,187,1335,1148
7062,0,0,61,0,-61
7063,1,1,200,1597,1397
7064,1,0,5,0,-5
7065,0,0,2,0,-2
7066,1,0,51,0,-51
7067,1,1,430,1410,980
7068,0,0,37,0,-37
7069,1,1,90,1882,1792
7070,0,0,76,0,-76
7071,0,0,17,0,-17
7072,0,0,2,0,-2
7073,1,0,13,0,-13
7074,1,0,3,0,-3
7075,1,1,290,1317,1027
7076,0,0,25,0,-25
7077,1,0,30,0,-30
7078,0,0,14,0,-14
7079,1,0,16,0,-16
7080,0,0,26,0,-26
7081,1,0,33,0,-33
7082,0,0,65,0,-65
7083,0,0,6,0,-6
7084,1,1,449,1312,863
7085,1,0,5,0,-5
7086,1,1,1042,2146,1104
7087,1,0,113,0,-113
7088,1,1,1433,2013,580
7089,0,0,8,0,-8
7090,1,1,464,1408,944
7091,0,0,83,0,-83
7092,0,0,3,0,-3
7093,0,0,54,0,-54
7094,1,1,559,1572,1013
7095,0,0,3,0,-3
7096,0,0,17,0,-17
7097,1,0,35,0,-35
7098,1,1,353,1604,1251
7099,1,0,26,0,-26
7100,1,0,77,0,-77
7101,1,1,424,1245,821
7102,0,0,22,0,-22
7103,0,0,27,0,-27
7104,0,0,33,0,-33
7105,1,0,60,0,-60
7106,1,1,482,1558,1076
7107,1,1,603,1248,645
7108,1,0,0,0,0
7109,1,0,33,0,-33
7110,0,0,1,0,-1
7111,0,0,19,0,-19
7112,0,0,36,0,-36
7113,0,0,8,0,-8
7114,1,0,35,0,-35
7115,0,0,1,0,-1
7116,0,0,13,0,-13
7117,1,0,68,0,-68
7118,1,0,43,0,-43
7119,1,0,48,0,-48
7120,0,0,26,0,-26
7121,1,1,174,1330,1156
7122,0,0,130,0,-130
7123,0,0,84,0,-84
7124,1,0,100,0,-100
7125,1,1,217,1334,1117
7126,1,1,179,1319,1140
7127,0,0,25,0,-25
7128,1,1,271,1348,1077
7129,1,0,36,0,-36
7130,0,0,4,0,-4
7131,0,0,74,0,-74
7132,0,0,75,0,-75
7133,0,0,4,0,-4
7134,0,0,26,0,-26
7135,1,0,8,0,-8
7136,0,0,26,0,-26
7137,0,0,0,0,0
7138,0,0,45,0,-45
7139,0,0,22,0,-22
7140,0,0,40,0,-40
7141,1,0,210,0,-210
7142,0,0,20,0,-20
7143,0,0,141,0,-141
7144,0,0,104,0,-104
7145,1,1,636,2363,1727
7146,0,0,5,0,-5
7147,1,0,12,0,-12
7148,1,1,64,1290,1226
7149,1,1,674,1725,1051
7150,1,1,88,1336,1248
7151,1,0,10,0,-10
7152,0,0,110,0,-110
7153,1,0,39,0,-39
7154,1,1,900,1773,873
7155,0,0,57,0,-57
7156,0,0,18,0,-18
7157,1,0,223,0,-223
7158,1,1,618,1461,843
7159,1,1,367,1376,1009
7160,1,0,74,0,-74
7161,0,0,34,0,-34
7162,0,0,59,0,-59
7163,1,1,583,1538,955
7164,1,1,185,1407,1222
7165,0,0,73,0,-73
7166,1,1,1010,1569,559
7167,0,0,94,0,-94
7168,1,0,9,0,-9
7169,1,1,68,1607,1539
7170,0,0,4,0,-4
7171,1,0,66,0,-66
7172,1,1,428,1474,1046
7173,1,1,368,1898,1530
7174,0,0,16,0,-16
7175,1,0,49,0,-49
7176,1,1,206,2547,2341
7177,1,0,57,0,-57
7178,1,0,115,0,-115
7179,1,0,40,0,-40
7180,0,0,97,0,-97
7181,1,0,56,0,-56
7182,1,0,15,0,-15
7183,1,0,15,0,-15
7184,1,1,161,2914,2753
7185,1,1,329,1236,907
7186,1,1,789,1525,736
7187,1,0,27,0,-27
7188,1,1,192,1285,1093
7189,1,0,43,0,-43
7190,0,0,17,0,-17
7191,0,0,118,0,-118
7192,1,1,493,1417,924
7193,1,1,525,1219,694
7194,1,1,45,1398,1353
7195,1,1,187,1211,1024
7196,0,0,157,0,-157
7197,1,0,38,0,-38
7198,1,1,577,1752,1175
7199,0,0,50,0,-50
7200,1,1,123,2763,2640
7201,1,0,34,0,-34
7202,0,0,11,0,-11
7203,1,0,22,0,-22
7204,1,1,840,1641,801
7205,1,0,9,0,-9
7206,0,0,42,0,-42
7207,0,0,80,0,-80
7208,0,0,160,0,-160
7209,1,1,844,1510,666
7210,0,0,76,0,-76
7211,0,0,115,0,-115
7212,0,0,39,0,-39
7213,0,0,3,0,-3
7214,0,0,17,0,-17
7215,1,0,26,0,-26
7216,1,1,1865,1557,-308
7217,1,1,1205,1262,57
7218,0,0,42,0,-42
7219,1,0,28,0,-28
7220,0,0,4,0,-4
7221,0,0,10,0,-10
7222,1,0,24,0,-24
7223,1,0,280,0,-280
7224,1,1,658,2040,1382
7225,1,0,84,0,-84
7226,1,1,168,2366,2198
7227,1,1,1058,1399,341
7228,1,0,108,0,-108
7229,1,1,234,1871,1637
7230,1,1,54,1237,1183
7231,1,1,143,1237,1094
7232,1,1,435,1223,788
7233,1,1,565,1314,749
7234,0,0,169,0,-169
7235,1,1,399,1303,904
7236,1,1,1467,1356,-111
7237,1,1,398,1504,1106
7238,1,1,906,1301,395
7239,0,0,42,0,-42
7240,0,0,12,0,-12
7241,1,0,6,0,-6
7242,1,0,39,0,-39
7243,1,0,37,0,-37
7244,0,0,2,0,-2
7245,1,0,14,0,-14
7246,1,1,324,2402,2078
7247,1,0,0,0,0
7248,0,0,67,0,-67
7249,0,0,42,0,-42
7250,1,0,27,0,-27
7251,0,0,61,0,-61
7252,1,0,8,0,-8
7253,0,0,74,0,-74
7254,1,1,149,1313,1164
7255,1,1,906,1280,374
7256,1,0,10,0,-10
7257,0,0,3,0,-3
7258,0,0,38,0,-38
7259,1,1,1046,1202,156
7260,1,0,34,0,-34
7261,1,0,0,0,0
7262,1,1,417,2143,1726
7263,1,0,134,0,-134
7264,1,1,410,3227,2817
7265,1,0,74,0,-74
7266,1,0,25,0,-25
7267,1,1,86,1252,1166
7268,1,0,55,0,-55
7269,1,0,48,0,-48
7270,1,0,2,0,-2
7271,1,0,78,0,-78
7272,0,0,116,0,-116
7273,1,1,838,1342,504
7274,0,0,10,0,-10
7275,1,0,68,0,-68
7276,0,0,61,0,-61
7277,1,0,78,0,-78
7278,0,0,6,0,-6
7279,0,0,128,0,-128
7280,0,0,82,0,-82
7281,1,1,727,1530,803
7282,0,0,4,0,-4
7283,1,1,162,1289,1127
7284,0,0,31,0,-31
7285,0,0,138,0,-138
7286,0,0,131,0,-131
7287,1,0,198,0,-198
7288,1,0,12,0,-12
7289,1,0,3,0,-3
7290,0,0,54,0,-54
7291,0,0,12,0,-12
7292,0,0,53,0,-53
7293,1,1,523,1291,768
7294,0,0,10,0,-10
7295,1,0,5,0,-5
7296,1,0,68,0,-68
7297,1,0,90,0,-90
7298,0,0,131,0,-131
7299,0,0,14,0,-14
7300,1,1,1674,1974,300
7301,1,0,49,0,-49
7302,1,0,30,0,-30
7303,1,0,60,0,-60
7304,1,1,448,2668,2220
7305,1,0,14,0,-14
7306,1,0,150,0,-150
7307,1,1,216,1699,1483
7308,1,1,431,1261,830
7309,0,0,42,0,-42
7310,0,0,25,0,-25
7311,1,1,1655,1506,-149
7312,0,0,54,0,-54
7313,0,0,100,0,-100
7314,1,1,318,1235,917
7315,1,0,41,0,-41
7316,0,0,72,0,-72
7317,1,0,6,0,-6
7318,0,0,15,0,-15
7319,0,0,192,0,-192
7320,0,0,24,0,-24
7321,1,1,303,1402,1099
7322,1,1,920,1212,292
7323,1,0,22,0,-22
7324,1,1,496,1348,852
7325,1,1,423,1387,964
7326,1,1,437,1436,999
7327,1,0,8,0,-8
7328,1,0,20,0,-20
7329,0,0,1,0,-1
7330,0,0,73,0,-73
7331,0,0,24,0,-24
7332,1,1,736,1627,891
7333,1,1,1635,1249,-386
7334,1,0,40,0,-40
7335,1,1,381,1359,978
7336,0,0,3,0,-3
7337,1,1,715,1218,503
7338,1,1,193,2908,2715
7339,1,1,412,1462,1050
7340,1,0,37,0,-37
7341,1,0,28,0,-28
7342,0,0,90,0,-90
7343,0,0,9,0,-9
7344,0,0,22,0,-22
7345,0,0,147,0,-147
7346,1,0,44,0,-44
7347,0,0,12,0,-12
7348,1,1,454,1243,789
7349,1,0,9,0,-9
7350,1,0,117,0,-117
7351,0,0,74,0,-74
7352,1,1,1040,1342,302
7353,0,0,26,0,-26
7354,0,0,3,0,-3
7355,1,1,374,1241,867
7356,0,0,60,0,-60
7357,1,1,428,1371,943
7358,0,0,23,0,-23
7359,0,0,17,0,-17
7360,1,1,693,1520,827
7361,1,0,29,0,-29
7362,1,0,51,0,-51
7363,1,1,1043,1201,158
7364,1,0,0,0,0
7365,1,0,110,0,-110
7366,1,1,894,1472,578
7367,1,1,359,1238,879
7368,0,0,101,0,-101
7369,1,1,302,1292,990
7370,0,0,30,0,-30
7371,0,0,66,0,-66
7372,0,0,32,0,-32
7373,0,0,31,0,-31
7374,1,1,96,1304,1208
7375,0,0,27,0,-27
7376,1,0,11,0,-11
7377,1,1,26,1233,1207
7378,1,1,214,1863,1649
7379,0,0,45,0,-45
7380,1,1,143,1485,1342
7381,1,1,955,1350,395
7382,0,0,28,0,-28
7383,0,0,0,0,0
7384,0,0,85,0,-85
7385,1,0,0,0,0
7386,0,0,149,0,-149
7387,0,0,145,0,-145
7388,1,0,155,0,-155
7389,1,0,53,0,-53
7390,0,0,132,0,-132
7391,0,0,30,0,-30
7392,0,0,8,0,-8
7393,0,0,4,0,-4
7394,0,0,29,0,-29
7395,0,0,99,0,-99
7396,1,0,9,0,-9
7397,1,0,62,0,-62
7398,1,1,572,2669,2097
7399,1,0,78,0,-78
7400,1,1,943,1346,403
7401,1,1,1027,1318,291
7402,0,0,15,0,-15
7403,1,1,222,1603,1381
7404,1,0,13,0,-13
7405,0,0,150,0,-150
7406,1,0,11,0,-11
7407,1,0,76,0,-76
7408,0,0,68,0,-68
7409,1,0,2,0,-2
7410,1,1,308,1366,1058
7411,1,1,681,1340,659
7412,0,0,8,0,-8
7413,1,0,26,0,-26
7414,0,0,45,0,-45
7415,1,0,58,0,-58
7416,1,0,115,0,-115
7417,0,0,18,0,-18
7418,1,1,138,1584,1446
7419,1,0,45,0,-45
7420,1,0,81,0,-81
7421,0,0,12,0,-12
7422,1,0,200,0,-200
7423,1,1,520,2192,1672
7424,1,0,35,0,-35
7425,1,1,105,1409,1304
7426,1,0,0,0,0
7427,1,0,10,0,-10
7428,1,0,87,0,-87
7429,1,1,216,1245,1029
7430,0,0,504,0,-504
7431,0,0,22,0,-22
7432,1,0,4,0,-4
7433,1,0,3,0,-3
7434,0,0,38,0,-38
7435,1,1,814,1413,599
7436,1,0,58,0,-58
7437,0,0,20,0,-20
7438,1,1,268,1288,1020
7439,1,1,93,1306,1213
7440,0,0,2,0,-2
7441,0,0,22,0,-22
7442,1,1,94,1473,1379
7443,1,0,3,0,-3
7444,1,0,96,0,-96
7445,1,0,124,0,-124
7446,1,1,284,1369,1085
7447,1,0,40,0,-40
7448,1,0,16,0,-16
7449,1,1,590,2729,2139
7450,0,0,105,0,-105
7451,0,0,45,0,-45
7452,1,0,38,0,-38
7453,1,1,628,3778,3150
7454,0,0,242,0,-242
7455,1,1,61,2356,2295
7456,1,1,371,1904,1533
7457,0,0,21,0,-21
7458,0,0,10,0,-10
7459,1,1,381,1337,956
7460,1,1,822,1804,982
7461,0,0,166,0,-166
7462,1,0,65,0,-65
7463,0,0,10,0,-10
7464,0,0,19,0,-19
7465,0,0,37,0,-37
7466,1,1,53,1543,1490
7467,0,0,41,0,-41
7468,0,0,19,0,-19
7469,1,0,83,0,-83
7470,0,0,29,0,-29
7471,0,0,27,0,-27
7472,0,0,50,0,-50
7473,1,0,24,0,-24
7474,1,0,34,0,-34
7475,1,1,414,2212,1798
7476,1,0,27,0,-27
7477,0,0,36,0,-36
7478,1,0,52,0,-52
7479,1,1,759,1211,452
7480,1,1,992,1995,1003
7481,1,1,444,1266,822
7482,0,0,115,0,-115
7483,0,0,19,0,-19
7484,1,1,341,1682,1341
7485,1,0,2,0,-2
7486,1,1,936,1346,410
7487,0,0,56,0,-56
7488,0,0,183,0,-183
7489,1,1,88,2487,2399
7490,1,0,88,0,-88
7491,1,1,455,1226,771
7492,0,0,49,0,-49
7493,1,0,31,0,-31
7494,1,1,155,1245,1090
7495,1,0,73,0,-73
7496,1,0,9,0,-9
7497,1,0,13,0,-13
7498,1,0,45,0,-45
7499,0,0,92,0,-92
7500,0,0,2,0,-2
7501,1,1,220,1211,991
7502,1,0,83,0,-83
7503,1,1,28,1206,1178
7504,0,0,88,0,-88
7505,1,1,791,1265,474
7506,0,0,4,0,-4
7507,0,0,22,0,-22
7508,1,1,840,1625,785
7509,1,1,453,2573,2120
7510,1,0,9,0,-9
7511,1,0,9,0,-9
7512,0,0,80,0,-80
7513,1,1,939,1825,886
7514,1,1,1076,1291,215
7515,1,0,54,0,-54
7516,1,1,252,2586,2334
7517,1,1,658,1388,730
7518,1,0,9,0,-9
7519,1,0,51,0,-51
7520,1,1,341,1415,1074
7521,1,1,35,2020,1985
7522,1,1,355,1374,1019
7523,1,0,87,0,-87
7524,1,1,90,2553,2463
7525,0,0,43,0,-43
7526,0,0,40,0,-40
7527,1,1,642,1326,684
7528,0,0,17,0,-17
7529,1,0,88,0,-88
7530,1,0,15,0,-15
7531,0,0,191,0,-191
